x0000,y0000
538.,4828.6614
539.,4828.6592
540.,4828.6539
541.,4828.6517
542.,4828.6528
543.,4828.6464
544.,4828.6453
545.,4828.6485
546.,4828.6442
547.,4828.6442
548.,4828.6442
549.,4828.6464
550.,4828.6496
551.,4828.6496
552.,4828.6517
553.,4828.6571
554.,4828.6582
555.,4828.6549
556.,4828.6592
557.,4828.6603
558.,4828.6646
559.,4828.6646
560.,4828.6657
561.,4828.6667
562.,4828.6689
563.,4828.6689
564.,4828.6721
565.,4828.6742
566.,4828.6753
567.,4828.6775
568.,4828.6807
569.,4828.6828
570.,4828.6893
571.,4828.6871
572.,4828.6935
573.,4828.6968
574.,4828.6989
575.,4828.7021
576.,4828.7086
577.,4828.7128
578.,4828.715
579.,4828.7182
580.,4828.7225
581.,4828.7236
582.,4828.7268
583.,4828.73
584.,4828.7364
585.,4828.7364
586.,4828.7343
587.,4828.7354
588.,4828.7321
589.,4828.7332
590.,4828.7321
591.,4828.7354
592.,4828.7311
593.,4828.73
594.,4828.7354
595.,4828.73
596.,4828.7332
597.,4828.7311
598.,4828.7354
599.,4828.7354
600.,4828.7311
601.,4828.73
602.,4828.7321
603.,4828.7257
604.,4828.7257
605.,4828.7193
606.,4828.7193
607.,4828.715
608.,4828.7161
609.,4828.7128
610.,4828.7107
611.,4828.7096
612.,4828.7053
613.,4828.7
614.,4828.701
615.,4828.7043
616.,4828.7032
617.,4828.7032
618.,4828.701
619.,4828.701
620.,4828.6968
621.,4828.6968
622.,4828.6946
623.,4828.6946
624.,4828.6914
625.,4828.6893
626.,4828.6893
627.,4828.685
628.,4828.685
629.,4828.686
630.,4828.6807
631.,4828.6839
632.,4828.6828
633.,4828.6785
634.,4828.6785
635.,4828.6839
636.,4828.6817
637.,4828.6828
638.,4828.686
639.,4828.6882
640.,4828.6871
641.,4828.6903
642.,4828.6903
643.,4828.6893
644.,4828.6882
645.,4828.6871
646.,4828.685
647.,4828.6828
648.,4828.686
649.,4828.6817
650.,4828.6732
651.,4828.6753
652.,4828.6742
653.,4828.6742
654.,4828.671
655.,4828.6678
656.,4828.6624
657.,4828.6667
658.,4828.6667
659.,4828.6603
660.,4828.6624
661.,4828.6657
662.,4828.6582
663.,4828.6603
664.,4828.656
665.,4828.6582
666.,4828.6539
667.,4828.6517
668.,4828.6507
669.,4828.6485
670.,4828.6453
671.,4828.6474
672.,4828.6453
673.,4828.6474
674.,4828.6496
675.,4828.6592
676.,4828.6678
677.,4828.6742
678.,4828.686
679.,4828.6989
680.,4828.7053
681.,4828.7161
682.,4828.7268
683.,4828.7354
684.,4828.745
685.,4828.7514
686.,4828.7536
687.,4828.7568
688.,4828.7643
689.,4828.7632
690.,4828.7665
691.,4828.7675
692.,4828.7697
693.,4828.7697
694.,4828.7686
695.,4828.774
696.,4828.7718
697.,4828.7707
698.,4828.7686
699.,4828.7697
700.,4828.7686
701.,4828.7707
702.,4828.7665
703.,4828.7611
704.,4828.7579
705.,4828.7654
706.,4828.76
707.,4828.76
708.,4828.7611
709.,4828.7632
710.,4828.76
711.,4828.7622
712.,4828.7622
713.,4828.7654
714.,4828.7665
715.,4828.7697
716.,4828.7718
717.,4828.7697
718.,4828.774
719.,4828.774
720.,4828.775
721.,4828.7729
722.,4828.7729
723.,4828.7643
724.,4828.7665
725.,4828.7665
726.,4828.7632
727.,4828.7622
728.,4828.7622
729.,4828.7547
730.,4828.7504
731.,4828.7504
732.,4828.7439
733.,4828.7418
734.,4828.7429
735.,4828.7375
736.,4828.7354
737.,4828.7311
738.,4828.73
739.,4828.7268
740.,4828.7246
741.,4828.7204
742.,4828.7182
743.,4828.7171
744.,4828.7182
745.,4828.7161
746.,4828.7214
747.,4828.7214
748.,4828.7332
749.,4828.7375
750.,4828.7493
751.,4828.759
752.,4828.7697
753.,4828.7783
754.,4828.789
